priority,topicId,id,title,reason,source,url,sourceUrl,stage,type,isDatePlaceholder,nextAction
P2,multimodal-ddl,multimodal-ddl-docvqa-task-refresh-2026-11-18,DocVQA Task Refresh,manual/source-board follow-up,人工整理的官方来源入口,https://rrc.cvc.uab.es/?ch=17,https://rrc.cvc.uab.es/?ch=17,Result upload,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-image-captioning-challenge-2026-08-28,Image Captioning Challenge,manual/source-board follow-up,人工整理的官方来源入口,https://cocodataset.org,https://cocodataset.org,Submission,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-llava-bench-refresh-2027-01-05,LLaVA Bench Refresh,manual/source-board follow-up,人工整理的官方来源入口,https://llava-vl.github.io,https://llava-vl.github.io,Evaluation,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-mmbench-leaderboard-snapshot-2026-12-12,MMBench Leaderboard Snapshot,manual/source-board follow-up,人工整理的官方来源入口,https://opencompass.org.cn/leaderboard-multimodal,https://opencompass.org.cn/leaderboard-multimodal,Leaderboard,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-mmlu-pro-vision-reasoning-track-2026-09-18,MMLU-Pro Vision Reasoning Track,manual/source-board follow-up,人工整理的官方来源入口,https://www.kaggle.com/competitions,https://www.kaggle.com/competitions,Leaderboard,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-multimodal-safety-red-team-2026-12-20,Multimodal Safety Red Team,manual/source-board follow-up,人工整理的官方来源入口,https://openreview.net/,https://openreview.net/,Report,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-robotics-vla-benchmark-2027-03-10,Robotics VLA Benchmark,manual/source-board follow-up,人工整理的官方来源入口,https://openreview.net/,https://openreview.net/,Leaderboard,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-speech-to-image-evaluation-track-2027-02-08,Speech-to-Image Evaluation Track,manual/source-board follow-up,人工整理的官方来源入口,https://www.kaggle.com/competitions,https://www.kaggle.com/competitions,Submission,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,multimodal-ddl,multimodal-ddl-video-captioning-challenge-2026-09-25,Video Captioning Challenge,manual/source-board follow-up,人工整理的官方来源入口,https://www.kaggle.com/competitions,https://www.kaggle.com/competitions,Submission,challenge,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-acl-2027-arr-commitment-2026-10-15,ACL 2027 ARR Commitment,manual/source-board follow-up,官方来源入口,https://www.aclweb.org,https://www.aclweb.org,ARR commit,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-bionlp-workshop-paper-2026-08-05,BioNLP Workshop Paper,manual/source-board follow-up,人工整理的官方来源入口,https://aclweb.org/aclwiki/BioNLP_Workshop,https://aclweb.org/aclwiki/BioNLP_Workshop,Paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-blackboxnlp-workshop-2026-09-01,BlackboxNLP Workshop,manual/source-board follow-up,人工整理的官方来源入口,https://blackboxnlp.github.io,https://blackboxnlp.github.io,Paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-chinese-nlpcc-2026-demo-track-2026-08-21,Chinese NLPCC 2026 Demo Track,manual/source-board follow-up,官方来源入口,http://tcci.ccf.org.cn,http://tcci.ccf.org.cn,Demo,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-clpsych-shared-task-2026-2026-07-10,CLPsych Shared Task 2026,manual/source-board follow-up,人工整理的官方来源入口,https://clpsych.org,https://clpsych.org,System submit,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-coling-2027-long-paper-2026-09-18,COLING 2027 Long Paper,manual/source-board follow-up,人工整理的官方来源入口,https://coling2026.org,https://coling2026.org,Long paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-emnlp-2026-full-paper-2026-06-16,EMNLP 2026 Full Paper,manual/source-board follow-up,人工整理的官方来源入口,https://2026.emnlp.org,https://2026.emnlp.org,Paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-inlg-2027-paper-2027-02-20,INLG 2027 Paper,manual/source-board follow-up,人工整理的官方来源入口,https://aclweb.org/aclwiki/INLG,https://aclweb.org/aclwiki/INLG,Paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-legal-nlp-challenge-2026-2026-10-30,Legal NLP Challenge 2026,manual/source-board follow-up,人工整理的官方来源入口,https://www.kaggle.com/competitions,https://www.kaggle.com/competitions,Submission,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-long-context-nlp-benchmark-2027-01-08,Long Context NLP Benchmark,manual/source-board follow-up,人工整理的官方来源入口,https://www.kaggle.com/competitions,https://www.kaggle.com/competitions,Leaderboard,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-low-resource-languages-track-2027-02-01,Low Resource Languages Track,manual/source-board follow-up,人工整理的官方来源入口,https://sigtyp.github.io,https://sigtyp.github.io,Paper / system,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-mrqa-shared-task-refresh-2026-11-10,MRQA Shared Task Refresh,manual/source-board follow-up,人工整理的官方来源入口,https://mrqa.github.io,https://mrqa.github.io,Leaderboard,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-naacl-2027-paper-submission-2026-12-18,NAACL 2027 Paper Submission,manual/source-board follow-up,人工整理的官方来源入口,https://naacl.org,https://naacl.org,Paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-rag-evaluation-shared-task-2026-11-28,RAG Evaluation Shared Task,manual/source-board follow-up,人工整理的官方来源入口,https://openreview.net/,https://openreview.net/,System report,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nlp-ddl,nlp-ddl-sigdial-2027-paper-2027-03-01,SIGDIAL 2027 Paper,manual/source-board follow-up,人工整理的官方来源入口,https://www.sigdial.org,https://www.sigdial.org,Paper,conference,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nsfc-ddl,nsfc-2026-project-guide-release,2026 年度国家自然科学基金项目指南发布,manual/source-board follow-up,国家自然科学基金委员会,https://www.nsfc.gov.cn/p1/2931/4077/2026nxmzn.html,https://www.nsfc.gov.cn/p1/2931/4077/2026nxmzn.html,Guide release,historyEvent,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nsfc-ddl,nsfc-2026-review-result-forecast,2026 年度集中接收项目评审结果预测窗口,manual/source-board follow-up,国家自然科学基金委员会,https://www.nsfc.gov.cn/p1/3381/2824/94026.html,https://www.nsfc.gov.cn/p1/3381/2824/94026.html,Forecast only,forecastWindow,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,nsfc-ddl,nsfc-2027-application-forecast,2027 年度集中接收申请预测窗口,manual/source-board follow-up,国家自然科学基金委员会,https://www.nsfc.gov.cn/p1/3381/2824/99667.html,https://www.nsfc.gov.cn/p1/3381/2824/99667.html,Forecast only,forecastWindow,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-apache-community-over-code-cfp-2026-12-28,Apache Community Over Code CFP,manual/source-board follow-up,Apache Community Over Code,https://communityovercode.org,https://communityovercode.org,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-cncf-mentoring-program-2026-12-10,CNCF Mentoring Program,manual/source-board follow-up,CNCF Mentoring,https://github.com/cncf/mentoring,https://github.com/cncf/mentoring,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-fossasia-summit-cfp-2027-03-28,FOSSASIA Summit CFP,manual/source-board follow-up,FOSSASIA Summit,https://summit.fossasia.org,https://summit.fossasia.org,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-google-summer-of-code-contributor-application-2026-07-19,Google Summer of Code Contributor Application,manual/source-board follow-up,Google Summer of Code,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-google-summer-of-code-org-application-2026-07-01,Google Summer of Code Org Application,manual/source-board follow-up,Google Summer of Code,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-hacktoberfest-maintainer-prep-2026-11-22,Hacktoberfest Maintainer Prep,manual/source-board follow-up,summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-lfx-mentorship-spring-2026-08-24,LFX Mentorship Spring,manual/source-board follow-up,LFX Mentorship,https://lfx.linuxfoundation.org/tools/mentorship/,https://lfx.linuxfoundation.org/tools/mentorship/,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-mozilla-builders-incubator-2026-11-04,Mozilla Builders Incubator,manual/source-board follow-up,summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-numfocus-small-development-grants-2026-10-17,NumFOCUS Small Development Grants,manual/source-board follow-up,NumFOCUS Grants,https://numfocus.org/programs/small-development-grants,https://numfocus.org/programs/small-development-grants,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-open-source-promotion-plan-application-2026-08-06,Open Source Promotion Plan Application,manual/source-board follow-up,开源之夏,https://summer-ospp.ac.cn,https://summer-ospp.ac.cn,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-openjs-collaborator-summit-cfp-2027-02-02,OpenJS Collaborator Summit CFP,manual/source-board follow-up,summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-openssf-security-tooling-grant-2027-03-10,OpenSSF Security Tooling Grant,manual/source-board follow-up,OpenSSF,https://openssf.org,https://openssf.org,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-outreachy-internship-application-2026-09-11,Outreachy Internship Application,manual/source-board follow-up,Outreachy,https://www.outreachy.org,https://www.outreachy.org,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-pycon-open-spaces-proposal-2027-01-15,PyCon Open Spaces Proposal,manual/source-board follow-up,PyCon US,https://us.pycon.org,https://us.pycon.org,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-rails-girls-summer-of-code-2026-09-29,Rails Girls Summer of Code,manual/source-board follow-up,summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,open-source-ddl,open-source-ddl-rust-project-fellowship-window-2027-02-20,Rust Project Fellowship Window,manual/source-board follow-up,summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,Source board,program,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,phone-launch-ddl,phone-launch-ddl-apple-iphone-mainline-forecast-2026,Apple 主线 iPhone 下一代发布预测窗口,manual/source-board follow-up,Apple Newsroom official history,https://www.apple.com/newsroom/,https://www.apple.com/newsroom/,Forecast window,forecastWindow,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,phone-launch-ddl,phone-launch-ddl-google-pixel-source-board-2026,Google Pixel 官方发布入口,manual/source-board follow-up,Google Pixel Blog,https://blog.google/products/pixel/,https://blog.google/products/pixel/,Source board,program,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,phone-launch-ddl,phone-launch-ddl-oppo-newsroom-source-board-2026,OPPO Newsroom 官方发布入口,manual/source-board follow-up,OPPO Newsroom,https://www.oppo.com/en/newsroom/,https://www.oppo.com/en/newsroom/,Source board,program,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,phone-launch-ddl,phone-launch-ddl-samsung-galaxy-s27-forecast-2027,Samsung Galaxy S 下一代发布预测窗口,manual/source-board follow-up,Samsung Newsroom official history,https://news.samsung.com/global/galaxy-unpacked-2026-a-first-look-at-the-galaxy-s26-series-samsungs-most-intuitive-ai-phone-yet,https://news.samsung.com/global/galaxy-unpacked-2026-a-first-look-at-the-galaxy-s26-series-samsungs-most-intuitive-ai-phone-yet,Forecast window,forecastWindow,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,phone-launch-ddl,phone-launch-ddl-xiaomi-newsroom-source-board-2026,Xiaomi Global Newsroom 发布入口,manual/source-board follow-up,Xiaomi Global Newsroom,https://www.mi.com/global/discover/newsroom,https://www.mi.com/global/discover/newsroom,Source board,program,true,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-ccf-csp-certification-2026-09-20,CCF CSP Certification,manual/source-board follow-up,人工整理的官方来源入口,https://www.cspro.org,https://www.cspro.org,Registration,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-codechef-starters-series-2026-12-31,CodeChef Starters Series,manual/source-board follow-up,人工整理的官方来源入口,https://www.codechef.com/contests,https://www.codechef.com/contests,Recurring,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-dmoj-seasonal-contest-2026-10-10,DMOJ Seasonal Contest,manual/source-board follow-up,人工整理的官方来源入口,https://dmoj.ca/contests,https://dmoj.ca/contests,Contest,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-google-code-jam-archive-practice-2026-12-31,Google Code Jam Archive Practice,manual/source-board follow-up,人工整理的官方来源入口,https://codingcompetitions.withgoogle.com/codejam/archive,https://codingcompetitions.withgoogle.com/codejam/archive,Archive,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-hackerrank-interview-preparation-kit-sprint-2026-08-15,HackerRank Interview Preparation Kit Sprint,manual/source-board follow-up,人工整理的官方来源入口,https://www.hackerrank.com/domains/tutorials/10-days-of-javascript,https://www.hackerrank.com/domains/tutorials/10-days-of-javascript,Practice,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-hash-code-legacy-practice-sprint-2026-11-30,Hash Code Legacy Practice Sprint,manual/source-board follow-up,人工整理的官方来源入口,https://codingcompetitions.withgoogle.com/hashcode/archive,https://codingcompetitions.withgoogle.com/hashcode/archive,Practice,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-icpc-asia-regional-registration-2026-09-15,ICPC Asia Regional Registration,manual/source-board follow-up,官方来源入口,https://icpc.global,https://icpc.global,Registration,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-icpc-world-finals-2026-2026-10-30,ICPC World Finals 2026,manual/source-board follow-up,人工整理的官方来源入口,https://icpc.global,https://icpc.global,Contest,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-kaggle-playground-series-2026-07-31,Kaggle Playground Series,manual/source-board follow-up,人工整理的官方来源入口,https://www.kaggle.com/competitions,https://www.kaggle.com/competitions,Submission,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-lanqiao-cup-provincial-round-2026-12-10,Lanqiao Cup Provincial Round,manual/source-board follow-up,官方来源入口,https://dasai.lanqiao.cn,https://dasai.lanqiao.cn,Registration,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-meta-hacker-cup-2026-qualification-2026-09-01,Meta Hacker Cup 2026 Qualification,manual/source-board follow-up,人工整理的官方来源入口,https://www.facebook.com/codingcompetitions/hacker-cup,https://www.facebook.com/codingcompetitions/hacker-cup,Qualification,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-noi-online-training-camp-2026-07-05,NOI Online Training Camp,manual/source-board follow-up,人工整理的官方来源入口,https://www.noi.cn,https://www.noi.cn,Registration,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-project-euler-monthly-challenge-2026-12-31,Project Euler Monthly Challenge,manual/source-board follow-up,人工整理的官方来源入口,https://projecteuler.net,https://projecteuler.net,Recurring,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-tianchi-algorithm-competition-2026-08-31,Tianchi Algorithm Competition,manual/source-board follow-up,人工整理的官方来源入口,https://tianchi.aliyun.com/competition,https://tianchi.aliyun.com/competition,Submission,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-topcoder-srm-series-2026-12-31,Topcoder SRM Series,manual/source-board follow-up,人工整理的官方来源入口,https://www.topcoder.com/challenges,https://www.topcoder.com/challenges,Recurring,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,programming-ddl,programming-ddl-usaco-2026-december-contest-2026-12-18,USACO 2026 December Contest,manual/source-board follow-up,人工整理的官方来源入口,https://usaco.org,https://usaco.org,Contest,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-black-hat-arsenal-submission-2026-10-17,Black Hat Arsenal Submission,manual/source-board follow-up,Black Hat,https://www.blackhat.com,https://www.blackhat.com,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-blue-team-village-challenge-2026-11-22,Blue Team Village Challenge,manual/source-board follow-up,ctftime.org,https://ctftime.org,https://ctftime.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-bug-bounty-quarterly-review-2026-12-10,Bug Bounty Quarterly Review,manual/source-board follow-up,HackerOne Hacktivity,https://hackerone.com/hacktivity,https://hackerone.com/hacktivity,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-cloud-native-security-hackathon-2027-03-28,Cloud Native Security Hackathon,manual/source-board follow-up,ctftime.org,https://ctftime.org,https://ctftime.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-cyber-defense-exercise-registration-2027-02-02,Cyber Defense Exercise Registration,manual/source-board follow-up,ctftime.org,https://ctftime.org,https://ctftime.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-def-con-ctf-qualifier-2026-07-01,DEF CON CTF Qualifier,manual/source-board follow-up,DEF CON,https://defcon.org,https://defcon.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-google-ctf-2026-2026-07-19,Google CTF 2026,manual/source-board follow-up,Google CTF,https://capturetheflag.withgoogle.com,https://capturetheflag.withgoogle.com,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-hack-the-box-business-ctf-2026-08-06,Hack The Box Business CTF,manual/source-board follow-up,Hack The Box CTF,https://ctf.hackthebox.com,https://ctf.hackthebox.com,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-hitcon-ctf-2026-09-11,HITCON CTF,manual/source-board follow-up,HITCON CTF,https://ctf.hitcon.org,https://ctf.hitcon.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-iot-security-testbed-sprint-2027-03-10,IoT Security Testbed Sprint,manual/source-board follow-up,ctftime.org,https://ctftime.org,https://ctftime.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-mobile-security-challenge-2027-02-20,Mobile Security Challenge,manual/source-board follow-up,ctftime.org,https://ctftime.org,https://ctftime.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-pwn2own-entry-window-2026-09-29,Pwn2Own Entry Window,manual/source-board follow-up,Zero Day Initiative,https://www.zerodayinitiative.com,https://www.zerodayinitiative.com,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-real-world-crypto-paper-2026-12-28,Real World Crypto Paper,manual/source-board follow-up,Real World Crypto,https://rwc.iacr.org,https://rwc.iacr.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-s-p-workshop-paper-2027-01-15,S&P Workshop Paper,manual/source-board follow-up,ctftime.org,https://ctftime.org,https://ctftime.org,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-seccon-ctf-quals-2026-08-24,SECCON CTF Quals,manual/source-board follow-up,SECCON,https://www.seccon.jp,https://www.seccon.jp,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
P2,security-ddl,security-ddl-usenix-security-artifact-evaluation-2026-11-04,USENIX Security Artifact Evaluation,manual/source-board follow-up,USENIX Conferences,https://www.usenix.org/conferences,https://www.usenix.org/conferences,Source board,contest,,从官方入口继续解析具体日期页；短期无法自动解析时保留人工核验记录
